project,process,hazard name,product condition,gowning,sterilization,execution pace,batch recoverability,proximity,tactility,allowed movement speed,barrier,critical surfaces,interaction,visibility,distance to object,size,weight,handling
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches plunger bowl,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches plunger bowl,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches plunger track lanes,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches plunger track lanes,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches plungers,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a overreaches plungers,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a punctures isolator glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a punctures isolator glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a removes wrong plunger,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a removes wrong plunger,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a tears isolator glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a tears isolator glove,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches chute,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches chute,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches forceps arm 1 tip,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches forceps arm 1 tip,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches forceps arm 2 tip,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches forceps arm 2 tip,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches inside of isolator door,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches long forceps tip,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches long forceps tip,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches long forceps tip,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches plunger bowl,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches plunger bowl,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches plunger track lanes,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches plunger track lanes,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches plungers,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches plungers,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches vial nest holder,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches vial nest holder,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches vial nest sensor,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - far side,operator a touches vial nest sensor,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - track side,forceps exhibits damage,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,not applicable,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,removal of jammed plunger ops4 - track side,gloves exhibit damage,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,far,double gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - track side,isolator glove exhibits damage,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - track side,isolator glove exhibits uncleanliness,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,removal of jammed plunger ops4 - track side,operator a bumps into chute with forceps,open,grade c gowning,post-terminal sterilization,slow,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
Mannheim Ops4,removal of jammed plunger ops4 - track side,operator a bumps into chute with forceps,open,grade c gowning,post-terminal sterilization,regular,no risk of losing product,moderate,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,less than 5 cm,less than 200 g,moderate
